Idx,numbers,categorys,times,dates
60119,12,12,1,15
60121,12,12,1,13
60122,12,12,1,13
60123,12,12,1,10
60134,2,2,1,13
60136,12,12,1,13
60138,12,12,1,9
60141,12,12,1,5
60143,12,12,1,43
60144,16,14,2,13
60145,12,12,1,9
60147,13,13,1,16
60148,12,12,1,14
60149,13,13,1,13
60157,13,13,1,15
60165,12,12,1,13
6017,14,12,3,8
60170,2,2,1,9
60174,13,13,2,3
60177,9,9,2,6
60181,13,13,2,3
60182,12,12,1,9
60183,12,12,1,13
60188,12,12,1,23
6019,14,13,2,52
60190,15,13,2,8
60197,12,12,1,4
60198,17,13,3,1
602,11,11,1,8
60200,12,12,1,9
60210,13,13,2,0
60218,14,13,2,12
60219,12,12,1,2
60220,12,12,1,6
60222,12,12,1,15
60223,12,12,1,15
60227,12,12,1,18
60229,12,12,1,15
60237,17,15,2,94
60238,13,13,1,9
60239,12,12,1,9
60243,12,12,1,3
60244,12,12,1,26
60249,12,12,1,8
60251,11,10,2,8
60254,12,12,1,14
60260,12,12,1,14
60261,12,12,1,14
60267,22,15,2,6
6027,12,10,1,6
60272,29,14,7,176
60273,2,2,1,14
60274,25,15,2,11
60277,2,2,1,14
60282,2,2,1,8
60287,13,13,2,35
60288,12,12,1,14
60289,3,3,2,7
6029,15,13,1,2
60290,12,12,1,3
60292,12,12,1,76
60295,12,12,1,14
60297,12,12,1,33
60298,14,13,1,14
603,13,11,2,79
60300,9,7,2,6
60301,12,12,1,14
60307,2,2,1,14
60308,12,12,1,14
6031,11,9,2,6
60310,12,12,1,14
60318,12,12,1,13
6032,13,12,1,2
60321,12,12,1,14
60323,14,13,1,15
60324,14,14,2,9
60325,12,12,1,14
6033,10,9,1,3
60330,32,24,3,1
60332,12,12,1,16
60337,12,12,1,47
6034,11,11,1,5
60340,12,12,1,24
60343,12,12,1,14
60346,22,13,3,16
6035,10,9,1,8
60352,14,10,2,8
60353,2,2,1,15
60355,12,12,1,14
60358,12,12,1,9
60360,12,12,1,9
60369,12,12,1,9
60371,12,12,1,9
60372,12,12,1,34
60373,12,12,1,8
60382,10,8,2,7
60388,12,12,1,9
60392,13,11,3,27
60394,12,12,1,113
60395,2,2,1,9
60398,12,12,1,14
60410,12,12,1,14
60413,13,13,2,8
60415,14,13,2,1
60416,2,2,1,9
60418,12,12,1,9
60422,12,12,1,8
60424,12,12,1,26
60427,12,12,1,14
60433,12,12,1,12
60435,12,12,1,14
60438,20,16,3,61
60439,12,12,1,23
60443,12,12,1,24
60446,12,12,1,14
60447,12,12,1,5
60448,12,12,1,25
60456,12,12,1,14
60458,12,12,1,14
6046,15,11,3,4
60465,12,12,1,14
60473,12,12,1,14
60474,8,5,2,3
6048,15,14,2,8
60480,12,12,1,2
60483,12,12,1,26
60485,12,12,1,14
60486,12,12,1,126
60489,13,13,2,6
60490,2,2,1,23
60492,12,12,1,14
60493,11,11,1,9
60495,12,12,1,76
60499,13,13,1,14
60505,14,14,2,9
60514,12,12,1,14
60517,14,11,2,19
60519,14,14,2,15
60520,12,12,1,15
60526,12,12,1,25
60528,12,12,1,15
60529,13,13,1,23
60532,18,17,2,23
60537,12,12,1,9
60538,12,12,1,14
6054,9,9,1,7
60541,12,12,1,12
60542,12,12,1,13
60549,12,12,1,15
60555,16,14,2,18
60565,14,14,1,14
60566,12,12,1,14
60569,12,12,1,45
60571,2,2,1,14
60574,12,12,1,14
60576,13,13,2,17
60580,2,2,1,9
60582,2,2,1,9
6059,11,9,1,8
60590,11,11,1,18
60591,12,12,1,15
60592,12,12,1,15
60594,12,12,1,14
60605,12,12,1,5
60607,2,2,1,15
6061,10,9,1,7
60615,2,2,1,8
60618,14,13,2,32
60623,12,12,1,7
60626,14,13,2,25
60632,2,2,1,4
60638,2,2,1,14
6064,12,11,1,21
60648,12,12,1,73
60651,12,12,1,14
6066,10,10,1,12
60660,12,12,1,4
60661,14,14,2,13
60662,12,12,1,4
60667,13,13,1,14
60668,12,12,1,10
60670,9,9,2,8
60671,2,2,1,13
60675,12,12,1,10
60677,12,12,1,20
60678,12,12,1,23
60679,15,15,2,13
60682,24,18,4,407
60685,12,12,1,14
60686,13,13,1,14
60688,2,2,1,8
60695,12,12,1,9
60702,12,12,1,27
60708,12,12,1,14
60711,12,11,3,13
60714,13,13,2,70
60717,12,12,1,14
60718,2,2,1,14
60719,12,12,1,8
60720,14,13,1,15
60721,12,12,1,14
60722,12,12,1,8
60724,12,12,1,3
60725,2,2,1,8
60727,11,11,1,278
60728,8,7,2,23
60735,12,12,1,15
6074,10,9,2,5
60741,12,12,1,272
60747,12,12,1,65
60748,12,12,1,14
6075,10,9,1,1
60753,12,12,1,15
60755,12,12,1,14
60756,18,13,2,1
60757,22,16,2,642
60758,12,12,1,8
6076,12,11,1,18
6077,10,9,1,7
60770,2,2,1,9
60771,2,2,1,7
60776,12,12,1,15
60777,12,12,1,21
60781,12,12,1,7
6079,10,9,1,3
60792,12,12,1,15
60795,9,9,1,9
60796,16,15,3,18
60798,21,16,2,74
60800,12,12,1,15
60801,12,12,1,15
60807,13,13,2,24
6081,10,9,1,7
60810,12,12,1,15
60811,2,2,1,19
60814,14,13,2,6
60822,12,12,1,13
60824,7,7,2,6
60825,14,14,2,12
60829,12,12,1,5
6083,10,9,1,6
60830,12,12,1,6
60832,12,12,1,7
60841,14,13,3,2
60843,12,12,1,15
60844,16,13,2,14
60845,12,12,1,9
60847,12,12,1,53
60850,9,9,2,14
60853,12,12,1,15
60859,12,12,1,16
6086,15,11,1,8
60865,12,12,1,12
60866,13,13,1,14
60867,12,12,1,15
60870,16,16,1,21
60872,12,12,1,13
60876,12,12,1,9
60877,2,2,1,15
60884,16,15,2,33
60885,2,2,1,3
60886,12,12,1,2
60887,12,11,1,329
60890,12,12,1,22
60892,12,12,1,7
60894,12,12,1,15
60895,12,12,1,9
60896,12,12,1,72
60898,2,2,1,12
609,26,13,3,5
60902,15,14,3,14
60904,11,11,1,5
60908,9,9,2,9
60913,12,12,1,15
6092,10,9,1,7
60924,12,12,1,26
60925,12,12,1,27
60926,15,15,2,1
60927,2,2,1,15
60933,19,15,3,9
60940,2,2,1,9
60949,12,12,1,24
60953,12,12,1,15
60957,12,12,1,2
60964,12,12,1,13
60965,15,15,2,17
60967,20,13,3,4
60969,12,12,1,5
6097,14,10,3,5
60974,12,12,1,15
60976,12,12,1,15
60977,15,15,2,7
60980,12,12,1,9
60987,12,12,1,13
60989,14,13,2,9
60993,12,12,1,15
60994,12,12,1,26
6100,9,9,1,13
61000,12,12,1,15
61007,11,11,1,9
61011,9,9,2,9
61014,12,12,1,9
61024,12,12,1,14
61027,13,13,1,14
61029,14,14,1,14
61032,19,14,2,113
61034,12,12,1,14
61035,9,9,1,8
61036,12,12,1,7
61037,12,12,1,14
61043,12,12,1,27
61044,14,14,2,14
61047,2,2,1,14
61048,13,13,1,3
61049,17,16,3,18
6105,10,9,2,6
61051,9,9,1,187
61055,22,15,4,9
61058,12,12,1,14
61059,16,16,2,35
61060,2,2,1,14
61061,20,16,2,13
61063,13,13,2,17
61077,14,13,2,14
61079,19,14,3,14
6108,10,9,2,6
61082,12,12,1,14
61086,12,12,1,98
61088,12,12,1,14
61095,2,2,1,14
611,13,12,1,13
6110,10,9,1,8
61102,7,7,2,3
61104,25,19,2,14
61105,12,12,1,14
61110,2,2,1,14
61113,12,12,1,14
61116,12,12,1,3
61118,12,12,1,14
6112,21,17,2,29
61124,15,15,1,14
61126,12,12,1,3
61128,12,12,1,14
61130,24,19,2,3
61139,12,12,1,9
6114,10,9,1,7
61141,12,12,1,15
61143,20,15,5,11
61146,12,12,1,4
61147,2,2,1,8
61149,16,15,1,500
61151,13,13,2,23
61154,12,12,1,4
61159,13,13,1,9
6116,20,12,1,2
61162,12,12,1,14
61163,12,12,1,14
61166,15,15,1,8
61174,12,12,1,8
61175,12,12,1,8
61176,18,16,3,4
61182,12,11,4,2
61184,14,13,1,12
61187,13,13,1,14
61188,12,12,1,9
6119,10,9,1,4
61191,12,12,1,3
61192,18,15,2,9
61193,12,12,1,14
61194,12,12,1,20
61196,12,12,1,9
61198,44,19,2,4
61199,12,12,1,14
612,12,11,2,0
61202,12,12,1,3
61205,12,12,1,8
61214,12,12,1,14
61219,12,12,1,14
6122,19,9,1,1
61222,2,2,1,14
61224,2,2,1,14
61225,12,12,1,9
61226,21,13,2,2
61227,12,12,1,8
61229,19,15,3,23
61230,18,15,1,9
61239,12,12,1,14
61240,12,12,1,11
61247,12,12,1,8
61248,20,13,5,25
6125,9,9,1,6
61252,2,2,1,8
61253,11,11,1,4
61257,13,13,2,6
61259,3,3,2,21
6126,11,10,2,4
61264,13,13,1,14
61267,12,12,1,9
61269,13,13,2,71
61271,12,12,1,14
61273,12,12,1,10
61274,15,13,2,10
61275,13,13,2,14
61276,12,12,1,14
61277,12,12,1,9
61281,13,13,2,5
61282,15,13,3,3
61284,16,15,2,5
6129,10,9,2,6
61290,12,12,1,14
61293,12,12,1,14
61294,12,12,1,14
61296,12,12,1,14
61298,13,9,4,14
61299,12,12,1,14
61302,2,2,1,14
61306,16,13,2,3
61312,12,12,1,14
61313,12,12,1,14
61315,14,14,2,3
6132,13,12,2,5
61321,12,12,1,9
61325,2,2,1,9
61327,19,11,1,2
61329,12,12,1,14
61333,12,12,1,14
61334,12,12,1,14
61335,13,12,1,14
61336,12,12,1,81
61337,10,10,2,9
6134,10,10,2,5
61340,12,12,1,3
61341,12,12,1,5
61342,12,12,1,3
61343,11,9,3,14
61347,12,12,1,24
61356,2,2,1,14
61357,12,12,1,14
61358,13,13,1,14
61360,14,14,2,8
61362,12,12,1,14
61363,12,12,1,8
61367,12,12,1,14
61368,12,12,1,9
61373,12,12,1,9
61378,12,12,1,10
6138,10,9,1,11
61381,16,14,2,229
61385,12,12,1,23
61386,12,12,1,4
6139,12,12,1,20
61394,12,12,1,14
61395,2,2,1,9
61396,14,10,2,15
61399,12,12,1,14
61400,14,14,2,75
61401,12,12,1,9
61410,12,12,1,14
61411,12,12,1,15
61412,14,13,2,5
61416,11,11,2,260
61418,13,13,1,14
61420,10,10,2,8
61421,14,13,1,15
61423,14,13,2,38
61425,12,12,1,26
61430,12,12,1,15
61433,2,2,1,9
61434,12,12,1,8
6144,15,10,2,7
61441,13,13,2,39
61443,12,12,1,9
61444,2,2,1,9
61447,12,12,1,15
61448,12,12,1,3
61452,12,12,1,3
61455,12,12,1,8
61459,11,10,3,4
61460,14,12,2,10
61464,2,2,1,22
61465,8,7,2,1
61476,2,2,1,8
61478,2,2,1,8
61484,12,12,1,9
61485,25,18,4,23
61486,2,2,1,8
61489,12,12,1,7
6149,12,11,1,23
615,11,11,1,8
6150,21,14,2,8
61500,12,12,1,22
61501,12,12,1,14
61502,2,2,1,8
61504,12,12,1,14
61507,13,13,1,29
61509,12,12,1,10
61515,2,2,1,14
61519,12,12,1,43
6152,10,9,1,6
61520,14,12,2,31
61523,12,12,1,14
61525,12,12,1,8
61527,15,14,2,12
61542,12,12,1,14
61548,12,12,1,7
61549,12,12,1,3
61553,12,12,1,14
61556,12,12,1,13
61558,12,12,1,14
61560,12,12,1,7
61568,14,14,1,8
6157,10,9,2,7
61570,12,12,1,31
61577,2,2,1,14
61583,12,12,1,12
61587,12,12,1,84
61589,12,12,1,21
6159,9,9,1,7
61590,12,12,1,14
61591,12,12,1,15
61592,12,12,1,21
61593,12,12,1,76
61597,13,13,2,5
6160,13,11,2,7
61611,12,12,1,15
61612,16,15,1,414
61617,2,2,1,9
61626,12,12,1,9
61627,8,8,1,132
61628,12,12,1,30
61629,13,13,1,14
61631,16,15,1,24
61632,12,12,1,14
61633,12,12,1,14
61634,12,12,1,94
61635,15,14,1,601
61638,18,14,2,9
61639,12,12,1,14
6164,10,9,2,16
61642,14,14,2,334
61644,15,13,2,8
61651,12,12,1,13
61652,12,12,1,14
61654,12,12,1,3
61660,13,12,2,10
61662,12,12,1,14
61670,17,15,1,38
61673,9,9,2,23
61675,12,12,1,4
61679,13,13,1,27
61680,12,12,1,14
61682,14,13,2,13
61685,12,12,1,2
6169,10,9,1,2
61690,15,13,1,9
61691,15,13,3,21
61692,12,12,1,14
61694,13,13,2,288
61695,14,13,3,8
61696,14,12,3,18
61698,20,19,2,21
61699,13,12,1,21
61704,13,13,1,14
61705,13,13,2,7
61708,13,13,1,14
6171,17,11,2,9
61715,13,13,2,3
6172,12,11,2,21
61721,13,12,2,22
61725,12,12,1,14
61728,17,13,2,12
61733,11,10,2,5
61734,12,12,2,9
6174,25,12,4,58
61740,12,12,1,14
61741,12,12,1,2
61743,12,12,1,32
61744,14,13,2,14
61745,9,9,1,220
61746,13,13,2,14
61749,12,12,1,9
61753,13,13,1,14
61754,30,18,6,50
61755,12,12,1,8
61758,12,12,1,8
6176,10,10,1,14
61760,12,12,1,9
61763,12,12,1,14
61764,16,16,2,29
61766,12,12,1,91
61767,13,13,1,14
6177,12,11,1,6
61772,12,12,1,2
61773,12,12,1,14
6178,10,9,1,8
61783,2,2,1,14
61786,11,11,1,14
61787,12,12,1,14
6179,24,15,3,7
61793,12,12,1,14
61795,12,12,1,14
61797,2,2,1,14
61798,23,19,3,3
618,14,11,2,1
61802,12,12,1,9
61808,12,12,1,3
61811,18,14,2,2
61815,13,13,1,14
61816,12,12,1,14
61817,12,12,1,9
61819,19,15,2,436
6182,16,15,1,180
61823,12,12,1,14
61828,12,12,1,14
61833,12,12,1,6
61834,12,12,1,2
61836,12,12,1,13
61847,6,6,2,22
61851,2,2,1,13
61856,12,12,1,13
6186,10,9,1,8
61860,3,3,2,1
61861,18,17,2,10
6187,11,9,1,4
61870,18,15,2,0
61871,2,2,1,7
61873,2,2,1,8
61874,12,12,1,13
61877,12,12,1,40
61879,12,12,1,27
61885,12,12,1,36
61886,12,12,1,8
6189,10,10,1,4
61894,12,12,1,8
61899,12,12,2,13
619,16,11,3,33
61904,12,12,1,13
61905,12,12,1,13
61908,12,12,1,8
61909,12,11,1,303
61917,9,9,1,13
61918,12,12,1,13
6192,22,16,3,8
61920,12,12,1,13
61921,17,14,3,23
61928,19,13,3,11
61929,14,14,2,3
61930,29,13,1,13
61931,12,12,1,13
61932,12,12,1,10
61934,21,16,2,4
61939,12,12,1,13
6194,16,13,2,7
61942,27,15,1,13
61943,12,7,3,2
61949,2,2,1,3
61952,12,12,1,13
61956,27,15,1,13
61957,12,12,1,13
6196,14,10,2,4
61960,12,12,2,31
61962,12,12,1,108
61967,13,13,1,113
61979,12,12,1,15
61980,12,12,1,8
61985,13,13,1,8
61987,12,12,1,13
6199,11,10,1,5
61991,2,2,1,13
61994,2,2,1,16
62,14,12,3,6
6200,14,11,2,2
62001,12,12,1,13
62005,13,13,1,13
62008,10,10,1,13
62010,12,12,1,8
62011,12,12,1,13
62012,12,12,1,13
62015,12,12,1,16
62017,12,12,1,14
62019,12,12,1,13
62022,17,15,2,47
62024,13,12,2,287
62026,10,9,2,212
62028,12,12,1,23
62031,12,12,1,14
62035,11,10,2,8
62042,12,12,1,5
62044,13,13,1,8
62049,6,6,2,14
62051,12,12,1,8
62059,12,12,1,8
62060,12,12,1,14
62062,11,9,2,5
62063,12,12,1,102
62064,13,13,1,11
62067,12,12,2,15
62070,15,13,2,11
62072,12,12,1,15
62074,12,12,1,14
62077,22,15,5,45
62080,15,13,3,5
62085,20,16,4,21
62086,2,2,1,8
62088,12,12,1,38
62089,25,13,1,5
62098,13,13,2,12
621,14,11,3,3
6210,10,10,2,8
62103,13,13,1,14
62104,14,13,1,4
62106,2,2,1,8
62107,19,16,5,38
62108,14,13,2,14
62109,12,12,1,15
62113,12,12,1,14
62115,15,15,1,14
62116,13,12,1,15
62119,2,2,1,14
62125,12,12,1,15
62135,13,13,1,29
62136,12,12,1,8
62137,2,2,1,15
62139,2,2,1,15
6214,10,9,2,8
62148,12,12,1,14
62152,12,12,1,15
62158,12,12,1,14
62160,25,15,5,8
62165,2,2,1,11
62170,12,12,1,15
62173,14,14,2,15
62175,12,12,1,15
62176,12,12,1,4
62182,2,2,1,15
62185,12,12,1,15
62187,12,12,1,15
6219,14,13,1,6
62191,13,13,2,74
62193,16,16,2,5
62195,12,12,1,15
62196,13,13,2,15
62199,13,13,1,15
6220,13,12,1,8
62202,12,12,1,25
62205,12,12,1,15
62208,19,13,1,15
62214,15,13,1,2
62216,2,2,1,15
62219,12,12,1,15
62222,12,12,1,13
62224,2,2,1,14
62229,12,12,1,14
6223,10,9,1,8
62235,12,12,1,38
62239,12,12,1,14
6224,28,21,3,292
62245,2,2,1,8
62246,12,12,1,14
62249,13,13,1,107
62250,9,9,2,14
62251,12,12,1,14
62252,2,2,1,14
62253,12,12,1,14
62259,12,12,1,14
62261,12,12,1,14
62264,14,13,2,13
62266,12,12,1,24
62267,14,12,3,32
62269,14,13,1,6
6227,11,10,2,6
62275,12,12,1,14
62278,13,12,1,86
62282,12,12,1,8
62289,12,12,1,14
6229,27,13,1,8
62297,15,15,2,6
62298,12,12,1,14
6230,12,11,2,6
62302,12,12,1,14
62303,23,15,6,101
62304,12,12,1,11
62307,12,9,1,3
62309,13,13,1,3
62318,13,13,1,10
62320,3,3,2,7
62326,13,13,2,8
62328,13,13,1,8
62330,2,2,1,25
62332,14,14,2,23
62336,14,13,1,2
6234,15,13,2,6
62343,2,2,1,14
62345,11,11,1,14
62347,12,12,1,14
62354,2,2,1,10
62364,13,13,1,20
62365,12,12,1,14
62367,12,12,1,8
62379,12,12,1,14
6238,15,13,2,5
6239,11,11,2,10
62392,12,12,1,20
62395,12,12,1,8
624,15,13,2,0
62401,12,12,1,14
62403,12,12,1,14
62406,12,12,1,14
62409,9,9,1,222
6241,22,14,5,75
62413,12,12,1,8
62417,12,12,1,34
62419,15,12,1,5
62427,12,12,1,8
62434,10,10,2,12
62437,13,13,2,14
62438,13,13,1,2
62442,12,12,1,5
62444,12,12,1,14
62446,2,2,1,14
62448,12,12,1,34
6245,12,11,2,8
62457,12,12,1,14
62459,13,13,1,14
62460,12,12,1,22
62462,12,12,1,14
62465,15,15,1,9
62466,2,2,1,8
62467,14,13,1,11
62469,2,2,1,14
62473,2,2,1,8
6248,28,18,4,297
62480,12,12,1,14
62485,12,12,1,37
62486,8,7,2,6
62488,9,9,2,14
6249,16,11,2,6
62491,12,12,1,14
62494,6,6,2,14
62496,9,9,1,129
62499,2,2,1,8
62502,12,12,1,14
62505,12,12,1,14
62509,13,13,2,34
6251,11,10,1,4
62510,11,11,1,14
62513,13,13,2,14
62517,12,12,1,26
62521,14,14,3,0
62524,15,15,2,283
62527,12,12,1,14
62528,10,10,2,6
62531,11,11,1,14
62534,12,12,1,14
62535,14,14,2,7
62536,12,12,1,14
62538,12,12,1,4
62539,12,12,1,34
62542,12,12,1,2
62544,13,13,2,8
62548,13,13,1,97
62550,2,2,1,14
62552,13,13,2,9
62553,12,12,1,8
62554,12,12,1,3
62556,12,12,1,2
62560,12,12,1,14
62562,12,11,1,266
62564,12,12,1,14
62565,12,12,1,14
62566,13,13,1,75
62568,12,12,1,8
62570,14,14,1,14
62572,11,11,1,281
62573,2,2,1,14
62574,12,12,1,14
62575,12,12,1,9
62577,2,2,1,49
62579,2,2,1,13
62580,13,13,1,14
62582,2,2,1,15
62587,12,12,1,13
6259,11,11,1,50
62591,5,5,2,13
62592,14,14,1,13
62596,2,2,1,13
62599,14,13,2,13
6260,20,14,2,3
62607,12,12,1,4
62610,7,7,2,13
62612,15,13,2,17
62619,2,2,1,7
62620,12,12,1,6
62622,12,12,1,7
6263,12,11,1,5
62631,12,12,1,13
62633,12,12,1,14
62637,16,12,2,13
62642,12,12,1,21
62648,12,12,1,8
62652,15,15,2,2
62654,12,12,1,13
62655,12,12,1,13
62656,2,2,1,7
62657,12,12,1,27
62659,12,12,1,13
62663,12,12,1,1
62668,12,12,1,82
6267,10,9,1,10
62670,16,15,2,116
62676,2,2,1,13
62677,12,12,1,13
62680,12,12,1,13
62682,12,12,1,7
62684,15,15,2,6
62685,14,13,1,67
62690,13,13,2,4
62692,12,12,1,7
62698,15,15,1,41
62699,16,13,2,13
627,28,15,3,6
62704,12,12,1,11
62710,12,12,1,13
62712,12,12,1,1
62713,12,12,1,103
62719,13,13,1,13
6272,12,11,1,95
62727,8,8,2,13
62729,2,2,1,13
62730,13,13,1,14
62731,11,10,2,4
62735,24,16,2,24
62739,12,12,1,13
6274,16,11,4,9
62742,12,12,1,13
62743,12,12,1,13
62749,13,12,2,5
62753,12,12,1,9
62755,12,12,1,124
62758,13,13,1,13
62759,12,12,1,13
62761,2,2,1,37
62767,13,13,1,13
62770,12,12,1,13
62774,15,14,2,7
62776,11,9,2,7
62778,10,10,1,176
62779,19,12,2,8
62782,2,2,1,14
62786,12,12,1,14
62789,12,12,1,13
62791,17,14,3,13
62794,17,14,2,3
62795,2,2,1,5
62796,13,13,2,13
62798,12,12,1,7
62799,12,12,1,14
62803,2,2,1,8
62805,12,12,1,13
62806,12,12,1,4
62808,12,12,1,8
62812,13,13,2,13
62814,14,13,1,7
62827,13,13,1,13
62831,12,12,1,8
62835,19,14,2,24
62836,13,13,2,8
62838,15,10,2,29
62839,2,2,1,13
6284,9,9,1,8
62847,17,14,3,32
6285,10,9,2,6
62856,12,12,1,14
62857,12,12,1,14
62859,12,12,1,7
62860,12,12,1,14
62862,12,12,1,70
62864,12,12,1,82
62865,19,15,3,7
62867,2,2,1,8
62869,13,13,1,13
62873,10,10,2,10
62875,12,12,1,13
62876,13,12,1,13
62879,2,2,1,13
6288,10,9,2,11
62891,12,12,1,13
62892,12,12,1,12
62896,13,13,2,5
62897,13,13,1,17
62903,12,12,1,12
62904,12,12,1,13
62909,15,15,1,7
62910,12,12,1,13
62911,2,2,1,13
62912,2,2,1,13
62913,2,2,1,12
6292,9,9,1,11
62923,12,12,1,6
62927,12,12,1,12
6293,12,10,2,11
62930,12,12,1,6
62931,12,12,1,12
62936,18,17,2,12
62938,12,12,1,5
62939,14,13,2,6
62941,12,12,1,8
62943,12,12,1,33
62944,20,16,3,13
62946,10,10,2,10
62949,12,12,1,29
6295,9,9,1,8
62957,12,12,1,12
62959,7,7,2,12
62960,12,12,1,12
62962,12,12,1,12
62967,12,12,1,12
62968,12,12,1,3
62970,16,13,2,14
62972,12,12,1,18
62974,14,12,3,7
62975,28,15,2,63
62976,12,12,1,17
62978,2,2,1,30
62979,11,11,1,307
6298,17,14,3,34
62981,12,12,1,3
62984,12,12,1,12
62988,12,12,1,13
62993,12,12,1,24
62994,12,12,1,12
62997,12,12,1,12
630,13,11,2,1
6300,30,22,2,174
63002,12,12,1,11
63005,12,12,1,13
63006,12,12,1,12
63011,2,2,1,10
63012,12,12,1,12
63015,12,12,1,12
63019,12,12,1,12
6302,10,9,1,7
63021,13,13,1,8
63023,12,12,1,12
63025,12,12,1,8
63028,12,12,1,12
63032,12,12,1,3
63034,12,12,1,7
63040,2,2,1,6
63041,12,12,1,7
63042,12,12,1,9
63044,12,12,1,2
63046,13,13,1,5
6305,11,11,1,20
63056,13,13,1,2
63059,9,9,2,12
63061,12,12,1,7
63063,18,15,3,12
63065,13,13,1,12
63066,14,14,2,8
6307,10,9,1,4
63071,7,6,2,12
63075,12,12,1,10
63076,2,2,1,14
63089,13,13,2,17
6309,9,9,1,7
63090,12,12,1,13
63099,12,12,1,12
63101,27,12,1,13
63103,15,13,2,13
63106,12,12,1,23
63108,12,12,1,8
63109,12,12,1,3
6311,10,9,2,13
63113,19,15,2,12
63116,12,12,1,87
63119,2,2,1,5
63121,13,13,1,12
63123,12,12,1,5
63124,14,14,1,13
6313,11,10,1,4
63131,12,12,1,12
63134,12,12,1,3
63135,13,13,2,3
6314,10,9,1,5
63142,14,13,2,30
63143,12,12,1,12
63145,2,2,1,13
63149,12,12,1,53
63152,13,13,1,3
63155,12,12,1,12
63157,12,12,1,17
6316,14,12,2,5
63163,2,2,1,12
63168,12,12,1,24
63170,15,14,3,7
63171,14,13,1,12
63172,2,2,1,14
63173,12,12,1,14
63174,17,14,2,6
63177,12,12,1,4
6318,9,9,1,5
63186,13,13,1,15
63189,14,13,1,5
63190,12,12,1,12
63192,2,2,1,31
63198,29,15,2,20
6320,9,9,1,8
63203,15,13,2,32
63205,2,2,1,20
63208,13,13,1,2
63215,2,2,1,11
63216,15,13,2,12
6322,11,10,2,11
63223,12,12,1,12
63224,12,12,1,12
63225,12,12,1,4
63229,16,13,1,3
6323,9,9,1,6
63231,12,12,1,12
63232,13,13,2,6
63235,2,2,1,9
63237,12,12,1,107
6324,18,14,1,12
63244,12,12,1,12
63249,12,12,1,13
6325,16,15,2,5
63256,12,12,1,12
63258,12,12,1,6
6326,10,9,1,6
63260,13,13,2,12
63262,12,12,1,14
63265,13,13,2,13
63268,12,12,1,12
6327,10,9,2,7
63274,12,12,1,12
63276,12,12,1,12
63279,19,13,3,10
63280,2,2,1,12
6329,14,13,1,7
63292,12,12,1,7
63293,13,13,2,3
63296,13,13,1,13
63298,12,12,1,13
63303,12,12,1,19
63304,12,12,1,7
63306,12,12,1,5
63308,2,2,1,12
63310,12,12,1,12
63315,2,2,1,13
63318,14,13,1,12
6332,10,9,1,3
63320,12,12,1,35
63325,12,12,1,11
63326,14,13,1,34
63331,12,12,1,9
63332,12,12,1,80
63333,10,10,2,13
63334,2,2,1,7
63335,7,7,1,13
63336,14,14,2,35
63338,12,12,1,13
63345,12,12,1,7
63348,2,2,1,11
63350,12,12,1,7
63353,13,13,1,13
63357,13,13,1,11
6336,17,14,5,5
63360,14,13,2,37
63366,16,15,2,21
63368,14,13,1,13
6337,10,9,2,7
63371,13,13,1,13
63377,12,12,1,21
63385,13,13,1,13
63388,12,12,1,12
6339,10,9,1,6
63390,12,12,1,23
63391,13,13,2,11
63393,11,11,1,282
63396,10,10,2,11
63401,12,12,1,8
63405,12,12,1,11
63407,21,17,2,700
63408,12,12,3,13
63411,2,2,1,8
63414,12,12,1,8
63419,13,13,2,13
63421,15,11,1,1
63423,12,12,1,8
63424,12,12,1,13
63427,12,12,1,31
63429,12,12,1,13
63433,2,2,1,8
63434,13,12,2,10
63435,12,12,1,13
63438,40,13,1,5
63441,12,12,1,11
63443,2,2,1,13
63444,12,12,1,13
63448,13,13,1,8
63452,4,2,1,28
63456,12,12,1,14
63457,12,12,1,49
63459,12,12,1,9
63463,12,12,1,4
63464,36,12,1,13
63466,12,12,1,36
63467,13,13,1,3
63471,13,13,2,12
63485,2,2,1,13
63486,2,2,1,13
63487,12,12,1,13
63489,12,11,1,311
6349,20,15,3,250
63490,13,13,1,13
635,12,11,2,1
63500,2,2,1,11
63503,2,2,1,18
63507,12,12,1,13
63508,12,12,1,19
63509,12,12,1,13
6351,10,10,2,9
63513,12,12,1,12
63518,12,12,1,28
63519,17,15,2,13
63527,14,14,2,11
63531,16,16,2,1
63532,12,12,1,13
63533,12,12,1,13
63537,12,12,1,8
63539,12,12,1,3
63540,12,12,1,13
63541,12,12,1,104
63542,12,12,1,13
63552,12,12,1,22
63553,7,7,2,13
63557,12,12,1,8
63560,13,13,1,35
63561,13,12,1,4
63562,12,12,1,13
63564,15,14,2,13
63566,12,12,1,13
6357,13,11,2,8
63570,17,14,3,12
63575,49,9,3,9
63579,12,12,1,13
6358,17,15,2,256
63580,12,12,1,13
63581,12,12,1,13
63582,12,12,1,299
63592,12,12,1,5
63594,12,12,1,13
63598,2,2,1,13
63603,12,12,1,9
63605,12,12,1,13
6361,10,9,1,6
63610,12,12,1,13
63613,13,13,1,46
63614,14,14,2,10
63615,12,12,1,14
63616,16,16,3,5
63618,12,12,1,44
63621,2,2,1,13
63627,12,12,1,12
6363,13,10,3,6
63633,2,2,1,13
63634,2,2,1,12
6364,11,10,2,5
63640,12,12,1,36
63642,12,12,1,12
63646,12,12,1,13
